ID,ID V 4.0,ID SwissFIR,name D,synonyms D,name F,synonyms F,name I,synonyms I,name E,synonyms E,category D,category F,category I,category E,specific gravity,energy kJ,unit,matrix unit,value type,source,energy kcal,unit,matrix unit,value type,source,protein,unit,matrix unit,value type,source,alcohol,unit,matrix unit,value type,source,water,unit,matrix unit,value type,source,"carbohydrates, available",unit,matrix unit,value type,source,starch,unit,matrix unit,value type,source,sugars,unit,matrix unit,value type,source,dietary fibres,unit,matrix unit,value type,source,"fat, total",unit,matrix unit,value type,source,cholesterol,unit,matrix unit,value type,source,"fatty acids, monounsaturated",unit,matrix unit,value type,source,"fatty acids, saturated",unit,matrix unit,value type,source,"fatty acids, polyunsaturated",unit,matrix unit,value type,source,vitamin A activity,unit,matrix unit,value type,source,all-trans retinol equivalents,unit,matrix unit,value type,source,beta-carotene activity,unit,matrix unit,value type,source,beta-carotene,unit,matrix unit,value type,source,vitamin B1 (thiamine),unit,matrix unit,value type,source,vitamin B2 (riboflavin),unit,matrix unit,value type,source,vitamin B6 (pyridoxine),unit,matrix unit,value type,source,vitamin B12 (cobalamin),unit,matrix unit,value type,source,niacin,unit,matrix unit,value type,source,folate,unit,matrix unit,value type,source,pantothenic acid,unit,matrix unit,value type,source,vitamin C (ascorbic acid),unit,matrix unit,value type,source,vitamin D (calciferol),unit,matrix unit,value type,source,vitamin E activity,unit,matrix unit,value type,source,sodium (Na),unit,matrix unit,value type,source,potassium (K),unit,matrix unit,value type,source,chloride (Cl),unit,matrix unit,value type,source,calcium (Ca),unit,matrix unit,value type,source,magnesium (Mg),unit,matrix unit,value type,source,phosphorus (P),unit,matrix unit,value type,source,iron (Fe),unit,matrix unit,value type,source,iodide (I),unit,matrix unit,value type,source,zinc (Zn),unit,matrix unit,value type,source,record has changed
1083,4304,,Lyoner,,Saucisse de Lyon,,Salsiccia di Lione,,Lyoner sausage,Bologna sausage,Fleisch- und Wurstwaren/Brühwurstware,Produits carnés et charcuterie/Produits de charcuterie bouillis,Prodotti carnei e insaccati/Salsicce scottate,Sausages and cold meats/Boilded sausage products,,1010,kilojoule,per 100g edible portion,weighted,Computed value,244,kilocalorie,per 100g edible portion,weighted,Computed value,11.5,gram,per 100g edible portion,weighted,1032,0,gram,per 100g edible portion,weighted,1003,62.9,gram,per 100g edible portion,weighted,1032,0.5,gram,per 100g edible portion,weighted,1032,0,gram,per 100g edible portion,weighted,1003,0.5,gram,per 100g edible portion,weighted,1011,0,gram,per 100g edible portion,weighted,1003,21.8,gram,per 100g edible portion,weighted,1032,46,milligram,per 100g edible portion,weighted,1032,10.2,gram,per 100g edible portion,weighted,1032,8.2,gram,per 100g edible portion,weighted,1032,1.6,gram,per 100g edible portion,weighted,1032,0,retinol equivalent,per 100g edible portion,weighted,1003,0,retinol equivalent,per 100g edible portion,weighted,1003,,,,,,,,,,,0.24,milligram,per 100g edible portion,weighted,1032,0.12,milligram,per 100g edible portion,weighted,1032,0.16,milligram,per 100g edible portion,weighted,1032,0.7,microgram,per 100g edible portion,weighted,1032,2.6,milligram,per 100g edible portion,weighted,1032,,,,,,0.5,milligram,per 100g edible portion,weighted,1032,39.7,milligram,per 100g edible portion,weighted,1032,1,microgram,per 100g edible portion,weighted,1032,0,alpha-tocopherol equivalent,per 100g edible portion,weighted,1032,850,milligram,per 100g edible portion,weighted,1032,170,milligram,per 100g edible portion,weighted,1032,1160,milligram,per 100g edible portion,weighted,1032,6.5,milligram,per 100g edible portion,weighted,1032,11,milligram,per 100g edible portion,weighted,1032,180,milligram,per 100g edible portion,weighted,1032,0.5,milligram,per 100g edible portion,weighted,1032,,,,,,1.3,milligram,per 100g edible portion,weighted,1032,1
878,3711,,Madeleine,,Madeleines,,Dolcetti (Maddalena),,Madeleine biscuit,,Süssigkeiten/Sonstige süsse Backwaren,Sucreries/Autres articles de pâtisserie,Dolciumi/Altre pasticcerie dolci,Sweets/Other sweet pastries,,1460,kilojoule,per 100g edible portion,weighted,Computed value,346,kilocalorie,per 100g edible portion,weighted,Computed value,7.5,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,27.3,gram,per 100g edible portion,weighted,Computed value,52.2,gram,per 100g edible portion,weighted,Computed value,29.6,gram,per 100g edible portion,weighted,Computed value,22.3,gram,per 100g edible portion,weighted,Computed value,1.4,gram,per 100g edible portion,weighted,Computed value,11.6,gram,per 100g edible portion,weighted,Computed value,99,milligram,per 100g edible portion,weighted,Computed value,2.9,gram,per 100g edible portion,weighted,Computed value,6.2,gram,per 100g edible portion,weighted,Computed value,1,gram,per 100g edible portion,weighted,Computed value,128,retinol equivalent,per 100g edible portion,weighted,Computed value,124,retinol equivalent,per 100g edible portion,weighted,Computed value,46,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,38,microgram,per 100g edible portion,weighted,Computed value,0.07,milligram,per 100g edible portion,weighted,Computed value,0.12,milligram,per 100g edible portion,weighted,Computed value,0.1,milligram,per 100g edible portion,weighted,Computed value,0.99,microgram,per 100g edible portion,weighted,Computed value,1.1,milligram,per 100g edible portion,weighted,Computed value,2.8,microgram,per 100g edible portion,weighted,Computed value,0.33,milligram,per 100g edible portion,weighted,Computed value,0.1,milligram,per 100g edible portion,weighted,Computed value,0.6,microgram,per 100g edible portion,weighted,Computed value,0.36,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,130,milligram,per 100g edible portion,weighted,Computed value,110,milligram,per 100g edible portion,weighted,Computed value,200,milligram,per 100g edible portion,weighted,Computed value,42,milligram,per 100g edible portion,weighted,Computed value,13,milligram,per 100g edible portion,weighted,Computed value,91,milligram,per 100g edible portion,weighted,Computed value,0.9,milligram,per 100g edible portion,weighted,Computed value,7.4,microgram,per 100g edible portion,value type not known,Computed value,0.8,milligram,per 100g edible portion,weighted,Computed value,1
64,4227,821040,"Magermilch, UHT",,"Lait écrémé, UHT",,"Latte scremato, UHT",,"Cow milk, skimmed, UHT",,Milch und Milchprodukte/Milch,Lait et produits laitiers/Lait,Latte e prodotti di latte/Latte,Milk and dairy products/Milk,1,141,kilojoule,per 100ml food volume,weighted,Computed value,33,kilocalorie,per 100ml food volume,weighted,Computed value,3.4,gram,per 100ml food volume,weighted,181,0,gram,per 100ml food volume,weighted,51,90.8,gram,per 100ml food volume,weighted,181,4.7,gram,per 100ml food volume,weighted,51,0,gram,per 100ml food volume,weighted,51,4.7,gram,per 100ml food volume,weighted,181,0,gram,per 100ml food volume,weighted,51,0.1,gram,per 100ml food volume,weighted,181,0,milligram,per 100ml food volume,weighted,181,0,gram,per 100ml food volume,weighted,181,0,gram,per 100ml food volume,weighted,181,0,gram,per 100ml food volume,weighted,181,2,retinol equivalent,per 100ml food volume,weighted,51,1,retinol equivalent,per 100ml food volume,weighted,51,1,beta-carotene equivalent,per 100ml food volume,weighted,51,1,microgram,per 100ml food volume,weighted,8,0.02,milligram,per 100ml food volume,weighted,181,0.16,milligram,per 100ml food volume,weighted,181,0.03,milligram,per 100ml food volume,weighted,181,0.09,microgram,per 100ml food volume,weighted,181,0.08,milligram,per 100ml food volume,weighted,127,4,microgram,per 100ml food volume,weighted,127,0.35,milligram,per 100ml food volume,weighted,127,0.6,milligram,per 100ml food volume,weighted,181,0,microgram,per 100ml food volume,weighted,127,0,alpha-tocopherol equivalent,per 100ml food volume,weighted,181,39,milligram,per 100ml food volume,weighted,181,160,milligram,per 100ml food volume,weighted,181,96,milligram,per 100ml food volume,weighted,181,130,milligram,per 100ml food volume,weighted,181,11,milligram,per 100ml food volume,weighted,181,97,milligram,per 100ml food volume,weighted,181,0,milligram,per 100ml food volume,weighted,181,2.8,microgram,per 100ml food volume,weighted,181,0.4,milligram,per 100ml food volume,weighted,181,1
578,4144,1001109,Magermilchpulver,,Lait écrémé en poudre,,"Latte scremato, in polvere",,Skimmed milk powder,,Milch und Milchprodukte/Milch,Lait et produits laitiers/Lait,Latte e prodotti di latte/Latte,Milk and dairy products/Milk,,1510,kilojoule,per 100g edible portion,weighted,Computed value,356,kilocalorie,per 100g edible portion,weighted,Computed value,35.5,gram,per 100g edible portion,weighted,9,0,gram,per 100g edible portion,weighted,22,2.1,gram,per 100g edible portion,weighted,9,51.5,gram,per 100g edible portion,weighted,9,0,gram,per 100g edible portion,weighted,8,51.5,gram,per 100g edible portion,weighted,9,0,gram,per 100g edible portion,weighted,22,0.9,gram,per 100g edible portion,weighted,9,8,milligram,per 100g edible portion,weighted,3,0.2,gram,per 100g edible portion,weighted,3,0.5,gram,per 100g edible portion,weighted,3,0,gram,per 100g edible portion,weighted,3,13,retinol equivalent,per 100g edible portion,weighted,51,12,retinol equivalent,per 100g edible portion,weighted,8,10,beta-carotene equivalent,per 100g edible portion,weighted,51,10,microgram,per 100g edible portion,weighted,8,0.34,milligram,per 100g edible portion,weighted,9,2.2,milligram,per 100g edible portion,weighted,9,0.4,milligram,per 100g edible portion,weighted,9,4,microgram,per 100g edible portion,weighted,9,1,milligram,per 100g edible portion,weighted,9,50,microgram,per 100g edible portion,weighted,9,3.5,milligram,per 100g edible portion,weighted,9,10,milligram,per 100g edible portion,weighted,9,0,microgram,per 100g edible portion,weighted,9,0.01,alpha-tocopherol equivalent,per 100g edible portion,weighted,9,550,milligram,per 100g edible portion,weighted,9,1600,milligram,per 100g edible portion,weighted,9,1000,milligram,per 100g edible portion,weighted,9,1300,milligram,per 100g edible portion,weighted,9,120,milligram,per 100g edible portion,weighted,9,1000,milligram,per 100g edible portion,weighted,9,0.8,milligram,per 100g edible portion,weighted,9,75,microgram,per 100g edible portion,weighted,9,4,milligram,per 100g edible portion,weighted,9,1
879,4159,1001551,Mailänderli,,Milanais,,Milanesini,,"Milanese cookie, butter, sweet",,Süssigkeiten/Guetzli,Sucreries/Biscuits,Dolciumi/Biscotti,Sweets/Cookies/Biscuits,,1800,kilojoule,per 100g edible portion,weighted,Computed value,431,kilocalorie,per 100g edible portion,weighted,Computed value,7.1,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,17.6,gram,per 100g edible portion,weighted,Computed value,53.1,gram,per 100g edible portion,weighted,Computed value,30.4,gram,per 100g edible portion,weighted,Computed value,22.5,gram,per 100g edible portion,weighted,Computed value,1.4,gram,per 100g edible portion,weighted,Computed value,20.8,gram,per 100g edible portion,weighted,Computed value,128,milligram,per 100g edible portion,weighted,Computed value,5.1,gram,per 100g edible portion,weighted,Computed value,11.6,gram,per 100g edible portion,weighted,Computed value,1.5,gram,per 100g edible portion,weighted,Computed value,222,retinol equivalent,per 100g edible portion,weighted,Computed value,214,retinol equivalent,per 100g edible portion,weighted,Computed value,88,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,70,microgram,per 100g edible portion,weighted,Computed value,0.08,milligram,per 100g edible portion,weighted,Computed value,0.08,milligram,per 100g edible portion,weighted,Computed value,0.1,milligram,per 100g edible portion,weighted,Computed value,0.71,microgram,per 100g edible portion,weighted,Computed value,1.1,milligram,per 100g edible portion,weighted,Computed value,6,microgram,per 100g edible portion,weighted,Computed value,0.34,milligram,per 100g edible portion,weighted,Computed value,0,milligram,per 100g edible portion,weighted,Computed value,0.7,microgram,per 100g edible portion,weighted,Computed value,0.63,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,46,milligram,per 100g edible portion,weighted,Computed value,77,milligram,per 100g edible portion,weighted,Computed value,75,milligram,per 100g edible portion,weighted,Computed value,20,milligram,per 100g edible portion,weighted,Computed value,13,milligram,per 100g edible portion,weighted,Computed value,90,milligram,per 100g edible portion,weighted,Computed value,1.1,milligram,per 100g edible portion,weighted,Computed value,3.6,microgram,per 100g edible portion,weighted,Computed value,0.8,milligram,per 100g edible portion,weighted,Computed value,1
932,3566,1001605,Mais-Chips (Apérogebäck),,Chips de maïs,,Chips di mais ,,"Tortilla chips, corn-based",,Salzige Snacks/Chips,Snacks salés/Chips,Snack salati/Patatine,Savoury snacks/Chips/Crisps,,2130,kilojoule,per 100g edible portion,weighted,Computed value,509,kilocalorie,per 100g edible portion,weighted,Computed value,7.8,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,2,gram,per 100g edible portion,weighted,43,56,gram,per 100g edible portion,weighted,43,53.6,gram,per 100g edible portion,weighted,43,2.4,gram,per 100g edible portion,weighted,43,4.4,gram,per 100g edible portion,weighted,43,27.2,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,11.4,gram,per 100g edible portion,weighted,43,6.6,gram,per 100g edible portion,weighted,43,8.1,gram,per 100g edible portion,weighted,43,0,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,155,0,beta-carotene equivalent,per 100g edible portion,weighted,51,0,microgram,per 100g edible portion,weighted,155,0.15,milligram,per 100g edible portion,weighted,43,0.2,milligram,per 100g edible portion,weighted,43,0.17,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,1.8,milligram,per 100g edible portion,weighted,43,18,microgram,per 100g edible portion,weighted,43,0.3,milligram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,5.9,alpha-tocopherol equivalent,per 100g edible portion,weighted,43,970,milligram,per 100g edible portion,weighted,43,190,milligram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,67,milligram,per 100g edible portion,weighted,43,43,milligram,per 100g edible portion,weighted,43,130,milligram,per 100g edible portion,weighted,43,1.9,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,1
1032,4282,,"Mais, gedämpft (ohne Zugabe von Salz)",Zuckermais;Gemüsemais,"Maïs doux, à la vapeur (sans adjonction de sel)",,"Mais dolce, stufato (senza aggiunta di sale)",Granturco,"Sweet corn, steamed",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),,445,kilojoule,per 100g edible portion,weighted,Computed value,105,kilocalorie,per 100g edible portion,weighted,Computed value,3.8,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,71.3,gram,per 100g edible portion,weighted,Computed value,17.8,gram,per 100g edible portion,weighted,Computed value,14,gram,per 100g edible portion,weighted,Computed value,3.9,gram,per 100g edible portion,weighted,Computed value,3.2,gram,per 100g edible portion,weighted,Computed value,1.4,gram,per 100g edible portion,weighted,Computed value,0,milligram,per 100g edible portion,weighted,Computed value,0.3,gram,per 100g edible portion,weighted,Computed value,0.2,gram,per 100g edible portion,weighted,Computed value,0.6,gram,per 100g edible portion,weighted,Computed value,10,retinol equivalent,per 100g edible portion,weighted,Computed value,0,retinol equivalent,per 100g edible portion,weighted,Computed value,128,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,48,microgram,per 100g edible portion,weighted,Computed value,0.14,milligram,per 100g edible portion,weighted,Computed value,0.12,milligram,per 100g edible portion,weighted,Computed value,0.21,milligram,per 100g edible portion,weighted,Computed value,0,microgram,per 100g edible portion,weighted,Computed value,1.5,milligram,per 100g edible portion,weighted,Computed value,29,microgram,per 100g edible portion,weighted,Computed value,0.86,milligram,per 100g edible portion,weighted,Computed value,10.2,milligram,per 100g edible portion,weighted,Computed value,0,microgram,per 100g edible portion,weighted,Computed value,0.11,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,0.3,milligram,per 100g edible portion,weighted,Computed value,280,milligram,per 100g edible portion,weighted,Computed value,7.9,milligram,per 100g edible portion,weighted,Computed value,2.4,milligram,per 100g edible portion,weighted,Computed value,28,milligram,per 100g edible portion,weighted,Computed value,90,milligram,per 100g edible portion,weighted,Computed value,0.4,milligram,per 100g edible portion,weighted,Computed value,3.6,microgram,per 100g edible portion,weighted,Computed value,0.6,milligram,per 100g edible portion,weighted,Computed value,1
432,4426,1000906,"Mais, roh",Zuckermais;Gemüsemais,"Maïs doux, cru",Mais sucré,"Mais dolce, crudo",Granturco,"Sweet corn, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,,390,kilojoule,per 100g edible portion,weighted,Computed value,92,kilocalorie,per 100g edible portion,weighted,Computed value,3.3,gram,per 100g edible portion,weighted,36,0,gram,per 100g edible portion,weighted,36,74.7,gram,per 100g edible portion,weighted,36,15.7,gram,per 100g edible portion,weighted,36,12.3,gram,per 100g edible portion,weighted,36,3.4,gram,per 100g edible portion,weighted,36,2.8,gram,per 100g edible portion,weighted,9,1.2,gram,per 100g edible portion,weighted,36,0,milligram,per 100g edible portion,weighted,9,0.3,gram,per 100g edible portion,weighted,9,0.2,gram,per 100g edible portion,weighted,9,0.5,gram,per 100g edible portion,weighted,9,9,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,113,beta-carotene equivalent,per 100g edible portion,weighted,51,47,microgram,per 100g edible portion,weighted,156,0.15,milligram,per 100g edible portion,weighted,36,0.12,milligram,per 100g edible portion,weighted,36,0.22,milligram,per 100g edible portion,weighted,36,0,microgram,per 100g edible portion,weighted,9,1.7,milligram,per 100g edible portion,weighted,36,43,microgram,per 100g edible portion,weighted,36,0.89,milligram,per 100g edible portion,weighted,36,12,milligram,per 100g edible portion,weighted,36,0,microgram,per 100g edible portion,weighted,9,0.1,alpha-tocopherol equivalent,per 100g edible portion,weighted,36,0.3,milligram,per 100g edible portion,weighted,36,290,milligram,per 100g edible portion,weighted,36,7.3,milligram,per 100g edible portion,weighted,36,2.2,milligram,per 100g edible portion,weighted,36,27,milligram,per 100g edible portion,weighted,36,83,milligram,per 100g edible portion,weighted,36,0.4,milligram,per 100g edible portion,weighted,36,3.3,microgram,per 100g edible portion,weighted,36,0.6,milligram,per 100g edible portion,weighted,36,1
1619,,,"Maisgriess, gekocht",Polenta,"Semoule de maïs, cuite",Polenta,"Semolino di mais, cotta",Polenta,"Corn semolina, cooked",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mais","Produits céréaliers, légumineuses et pommes de terre/Maïs","Prodotti a base di cereali, legumi e patate/Mais","Cereal products, pulses and potatoes/Corn",,334,kilojoule,per 100g edible portion,weighted,Computed value,79,kilocalorie,per 100g edible portion,weighted,Computed value,2,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,80,gram,per 100g edible portion,weighted,Computed value,16.7,gram,per 100g edible portion,weighted,Computed value,16.3,gram,per 100g edible portion,weighted,Computed value,0.3,gram,per 100g edible portion,weighted,Computed value,1.1,gram,per 100g edible portion,weighted,Computed value,0.2,gram,per 100g edible portion,weighted,Computed value,0,milligram,per 100g edible portion,weighted,Computed value,0.1,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,0.1,gram,per 100g edible portion,weighted,Computed value,3,retinol equivalent,per 100g edible portion,weighted,Computed value,0,retinol equivalent,per 100g edible portion,weighted,Computed value,35,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,20,microgram,per 100g edible portion,weighted,Computed value,0.03,milligram,per 100g edible portion,weighted,Computed value,0.01,milligram,per 100g edible portion,weighted,Computed value,0.03,milligram,per 100g edible portion,weighted,Computed value,0,microgram,per 100g edible portion,weighted,Computed value,0.27,milligram,per 100g edible portion,weighted,Computed value,1.1,microgram,per 100g edible portion,weighted,Computed value,0.12,milligram,per 100g edible portion,weighted,Computed value,0,milligram,per 100g edible portion,weighted,Computed value,0,microgram,per 100g edible portion,weighted,Computed value,0.16,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,230,milligram,per 100g edible portion,weighted,Computed value,18,milligram,per 100g edible portion,weighted,Computed value,340,milligram,per 100g edible portion,weighted,Computed value,7.3,milligram,per 100g edible portion,weighted,Computed value,5.4,milligram,per 100g edible portion,weighted,Computed value,17,milligram,per 100g edible portion,weighted,Computed value,0.2,milligram,per 100g edible portion,weighted,Computed value,0.7,microgram,per 100g edible portion,weighted,Computed value,0.1,milligram,per 100g edible portion,weighted,Computed value,1
425,4698,1000898,"Maisgriess, trocken",Polenta,"Semoule de maïs (polenta), sèche",,"Semolino di mais, secco",Semolino di granturco;Polenta,"Corn semolina, dried",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mais","Produits céréaliers, légumineuses et pommes de terre/Maïs","Prodotti a base di cereali, legumi e patate/Mais","Cereal products, pulses and potatoes/Corn",,1480,kilojoule,per 100g edible portion,weighted,Computed value,350,kilocalorie,per 100g edible portion,weighted,Computed value,8.8,gram,per 100g edible portion,weighted,9,0,gram,per 100g edible portion,weighted,9,11,gram,per 100g edible portion,weighted,9,73.8,gram,per 100g edible portion,weighted,9,72,gram,per 100g edible portion,weighted,9,1.5,gram,per 100g edible portion,weighted,9,5,gram,per 100g edible portion,weighted,9,1.1,gram,per 100g edible portion,weighted,9,0,milligram,per 100g edible portion,weighted,9,0.4,gram,per 100g edible portion,weighted,9,0.1,gram,per 100g edible portion,weighted,9,0.4,gram,per 100g edible portion,weighted,9,13,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,156,beta-carotene equivalent,per 100g edible portion,weighted,51,88,microgram,per 100g edible portion,weighted,74,0.05,milligram,per 100g edible portion,weighted,1642;9,0.04,milligram,per 100g edible portion,weighted,9,0.1,milligram,per 100g edible portion,weighted,1642;9,0,microgram,per 100g edible portion,weighted,9,1.2,milligram,per 100g edible portion,weighted,9,5,microgram,per 100g edible portion,weighted,9,0.26,milligram,per 100g edible portion,weighted,1642;9,0,milligram,per 100g edible portion,weighted,9,0,microgram,per 100g edible portion,weighted,9,0.7,alpha-tocopherol equivalent,per 100g edible portion,weighted,9,1,milligram,per 100g edible portion,weighted,9,80,milligram,per 100g edible portion,weighted,9,15,milligram,per 100g edible portion,weighted,9,4,milligram,per 100g edible portion,weighted,9,20,milligram,per 100g edible portion,weighted,9,73,milligram,per 100g edible portion,weighted,9,1,milligram,per 100g edible portion,weighted,9,2.5,microgram,per 100g edible portion,weighted,9,0.4,milligram,per 100g edible portion,weighted,9,1
412,4542,1000884,Maiskeimöl,,Huile de maïs,,Olio di semi di mais,,Corn germ oil,,Fette und Öle/Öle,Graisses et huiles/Huiles,Grassi e oli/Oli,Fats and oils/Oils,0.9,3330,kilojoule,per 100ml food volume,weighted,Computed value,809,kilocalorie,per 100ml food volume,weighted,Computed value,0,gram,per 100ml food volume,weighted,43,0,gram,per 100ml food volume,weighted,22,0,gram,per 100ml food volume,weighted,43,0,gram,per 100ml food volume,weighted,43,0,gram,per 100ml food volume,weighted,43,0,gram,per 100ml food volume,weighted,43,0,gram,per 100ml food volume,weighted,22,89.9,gram,per 100ml food volume,weighted,43,0,milligram,per 100ml food volume,weighted,22,23.5,gram,per 100ml food volume,weighted,43,11.1,gram,per 100ml food volume,weighted,43,51,gram,per 100ml food volume,weighted,43,0,retinol equivalent,per 100ml food volume,weighted,51,0,retinol equivalent,per 100ml food volume,weighted,92,0,beta-carotene equivalent,per 100ml food volume,weighted,51,0,microgram,per 100ml food volume,weighted,92,0,milligram,per 100ml food volume,weighted,10,0,milligram,per 100ml food volume,weighted,10,0,milligram,per 100ml food volume,weighted,10,0,microgram,per 100ml food volume,weighted,10,0,milligram,per 100ml food volume,weighted,10,0,microgram,per 100ml food volume,weighted,10,0,milligram,per 100ml food volume,weighted,10,0,milligram,per 100ml food volume,weighted,10,0,microgram,per 100ml food volume,weighted,10,27,alpha-tocopherol equivalent,per 100ml food volume,weighted,43,0,milligram,per 100ml food volume,weighted,10,0,milligram,per 100ml food volume,weighted,10,0,milligram,per 100ml food volume,weighted,8,0,milligram,per 100ml food volume,weighted,10,0,milligram,per 100ml food volume,weighted,10,0,milligram,per 100ml food volume,weighted,10,0,milligram,per 100ml food volume,weighted,10,0,microgram,per 100ml food volume,weighted,22,0,milligram,per 100ml food volume,weighted,10,1
633,4413,1001184,"Maiskölbchen, in Essig eingelegt",,Maïs doux en épis au vinaigre,,"Pannocchiette di mais, sott'aceto",Granturco,"Sweet corn cob, pickled",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),,500,kilojoule,per 100g edible portion,weighted,Computed value,119,kilocalorie,per 100g edible portion,weighted,Computed value,3.4,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,69.3,gram,per 100g edible portion,weighted,43,21,gram,per 100g edible portion,weighted,43,19,gram,per 100g edible portion,weighted,43,2,gram,per 100g edible portion,weighted,43,4.2,gram,per 100g edible portion,weighted,43,1.4,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0.4,gram,per 100g edible portion,weighted,43,0.2,gram,per 100g edible portion,weighted,43,0.6,gram,per 100g edible portion,weighted,43,10,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,117,beta-carotene equivalent,per 100g edible portion,weighted,51,117,microgram,per 100g edible portion,weighted,61,0.22,milligram,per 100g edible portion,weighted,43,0.07,milligram,per 100g edible portion,weighted,43,0.1,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,1.7,milligram,per 100g edible portion,weighted,43,50,microgram,per 100g edible portion,weighted,43,0.7,milligram,per 100g edible portion,weighted,43,7,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.7,alpha-tocopherol equivalent,per 100g edible portion,weighted,43,17,milligram,per 100g edible portion,weighted,43,250,milligram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,22,3,milligram,per 100g edible portion,weighted,43,33,milligram,per 100g edible portion,weighted,43,100,milligram,per 100g edible portion,weighted,43,0.6,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,22,0,milligram,per 100g edible portion,weighted,22,1
